pcstrip,Year,NUMBER_OF_PATIENTS,SHA,PCT,oseast1m,osnrth1m,lsoa11,msoa11,ru11ind,rgn,laua,imd,loneliness_zscore
S752AE,2017,9240.916667,Q51,02P,433828,406796,E01007441,E02001521,B1,E12000003,E08000016,-46,0.106858822
S753RF,2017,4793.666667,Q51,02P,431587,405185,E01007382,E02001527,B1,E12000003,E08000016,-59,0.571626761
S755HQ,2017,2406.75,Q51,02P,431196,410042,E01007359,E02001513,B1,E12000003,E08000016,40,-0.412738715
S756FH,2017,10468.91667,Q51,02P,432600,410175,E01007357,E02001512,B1,E12000003,E08000016,102,-0.438352851
S801HP,2017,25161.25,Q51,02Q,458517,378593,E01028062,E02005847,C1,E12000004,E07000171,-128,0.37672246
S802TR,2017,3063.416667,Q51,02Q,459363,378092,E01028065,E02005846,C1,E12000004,E07000171,-128,-8.245414701
S804DY,2017,4545.583333,Q55,03Y,451881,373963,E01019498,E02004047,D1,E12000004,E07000033,38,-0.116518105
S804HA,2017,4002.666667,Q55,03Y,452404,374246,E01019498,E02004047,D1,E12000004,E07000033,38,1.664495726
S80BJ,2017,2595.083333,Q51,03N,434514,382588,E01007831,E02001669,B1,E12000003,E08000019,70,0.013134967
S80RT,2017,1208.416667,Q51,03N,434641,384276,E01007981,E02001663,B1,E12000003,E08000019,23,0.286957759
S80SH,2017,9469,Q51,03N,434703,382686,E01007831,E02001669,B1,E12000003,E08000019,70,1.118080094
S80YH,2017,10699.41667,Q51,03N,434945,384725,E01007981,E02001663,B1,E12000003,E08000019,23,0.304098471
S810HH,2017,23900.75,Q51,02Q,459642,380606,E01028044,E02006903,C1,E12000004,E07000171,12,0.035241286
S87FH,2017,6112.75,Q51,03N,434045,380963,E01007823,E02001679,B1,E12000003,E08000019,85,0.669593099
S87RL,2017,8223.916667,Q51,03N,434678,381227,E01008080,E02001679,B1,E12000003,E08000019,51,0.32382353
S88QB,2017,7352.2,Q51,03N,434937,382663,E01007827,E02001674,B1,E12000003,E08000019,50,1.172770597
S89SG,2017,1048.666667,Q51,03N,435700,384771,E01007975,E02001661,B1,E12000003,E08000019,-93,0.022037994
S91DJ,2017,6303.416667,Q51,03N,438889,391557,E01007852,E02001624,B1,E12000003,E08000019,104,0.300681846
S91WZ,2017,1004.916667,Q51,03N,440165,390645,E01007903,E02001628,C1,E12000003,E08000019,-39,-0.180240422
S94QH,2017,13664,Q51,03N,439417,387716,E01007907,E02001642,B1,E12000003,E08000019,-116,-0.353396843
S95DH,2017,2860.75,Q51,03N,439311,388091,E01007902,E02001637,B1,E12000003,E08000019,90,-0.129601078
SE100QN,2017,7261,Q63,08A,539776,179065,E01033732,E02006929,A1,E12000007,E09000011,88,-0.446581507
SE108EX,2017,13611.08333,Q63,08A,538347,177443,E01001641,E02006931,A1,E12000007,E09000011,48,-0.640689763
SE108NT,2017,7071.666667,Q63,08A,538122,177126,E01033746,E02006931,A1,E12000007,E09000011,-4,-0.123435704
SE108PA,2017,2013.25,Q63,08A,538030,176786,E01001644,E02006931,A1,E12000007,E09000011,-63,1.048765987
SE109GB,2017,11421,Q63,08A,539556,178259,E01001662,E02006930,A1,E12000007,E09000011,35,-0.20248682
SE109UB,2017,4954.5,Q63,08A,539286,178110,E01001664,E02006930,A1,E12000007,E09000011,12,0.065838478
SE114HJ,2017,10546.91667,Q63,08K,531538,178557,E01003108,E02000619,A1,E12000007,E09000022,-38,0.33130201
SE115NH,2017,2760.166667,Q63,08K,530693,178448,E01003105,E02000620,A1,E12000007,E09000022,-50,1.442914016
SE116SP,2017,6792.416667,Q63,08K,531118,179096,E01003014,E02006801,A1,E12000007,E09000022,13,1.067103627
SE120DS,2017,5587.416667,Q63,08L,540489,172604,E01003263,E02000675,A1,E12000007,E09000023,-121,-0.299671842
SE128NP,2017,10075.5,Q63,08L,539752,174560,E01003287,E02000668,A1,E12000007,E09000023,85,-0.882730491
SE12BP,2017,4479.5,Q63,08Q,533980,179738,E01032638,E02000809,A1,E12000007,E09000028,-125,-0.04539498
SE135AY,2017,5413.083333,Q63,08L,538711,175630,E01003199,E02000659,A1,E12000007,E09000023,58,-0.092196113
SE135PJ,2017,8404.916667,Q63,08L,539360,175187,E01003283,E02000665,A1,E12000007,E09000023,-9,-0.406693261
SE136DQ,2017,5908.583333,Q63,08L,538279,175078,E01033341,E02000664,A1,E12000007,E09000023,-79,-0.323343863
SE136RN,2017,6993.416667,Q63,08L,538668,174205,E01033322,E02000669,A1,E12000007,E09000023,-34,0.048966363
SE137NN,2017,7556.5,Q63,08L,538160,176335,E01003205,E02000659,A1,E12000007,E09000023,-115,-1.054094168
SE137SX,2017,12100.75,Q63,08L,537477,176124,E01003278,E02000663,A1,E12000007,E09000023,68,-0.436628988
SE13BW,2017,2680,Q63,08Q,533656,179025,E01003978,E02000810,A1,E12000007,E09000028,-61,0.270597934
SE145HD,2017,8895.75,Q63,08L,535691,176837,E01003338,E02000658,A1,E12000007,E09000023,-3,-1.211660619
SE146BL,2017,4372.25,Q63,08L,536236,177129,E01003301,E02000655,A1,E12000007,E09000023,-77,-0.990839179
SE146LD,2017,7696,Q63,08L,536776,177095,E01003303,E02006798,A1,E12000007,E09000023,78,-1.074382604
SE146TD,2017,3468.833333,Q63,08L,536865,177053,E01003303,E02006798,A1,E12000007,E09000023,78,-1.529001315
SE146TG,2017,2525.333333,Q63,08L,537116,176909,E01003207,E02000657,A1,E12000007,E09000023,-18,-0.799152771
SE146TJ,2017,3924.25,Q63,08L,537087,176953,E01003207,E02000657,A1,E12000007,E09000023,-18,-0.552527078
SE14JW,2017,5243.583333,Q63,08Q,532467,179222,E01003943,E02000815,A1,E12000007,E09000028,-100,0.662277794
SE14QX,2017,0,Q63,08Q,533178,179328,E01003941,E02000812,A1,E12000007,E09000028,-25,1.065882574
SE152PT,2017,5757,Q63,08Q,534611,176745,E01004005,E02000829,A1,E12000007,E09000028,8,1.903333904
SE152UA,2017,7368.833333,Q63,08Q,534550,176903,E01032805,E02000828,A1,E12000007,E09000028,70,1.868399791
SE153LY,2017,7921.75,Q63,08Q,535004,175690,E01004001,E02000832,A1,E12000007,E09000028,22,-0.029496429
SE154NT,2017,4658.916667,Q63,08Q,534337,175971,E01004063,E02000831,A1,E12000007,E09000028,0,0.125200924
SE154PU,2017,5598.75,Q63,08Q,533860,176080,E01004061,E02000831,A1,E12000007,E09000028,105,1.565078777
SE155LJ,2017,14107.25,Q63,08Q,533749,176821,E01004013,E02000825,A1,E12000007,E09000028,-103,-0.41426306
SE155SL,2017,9983.142857,Q63,08Q,534382,176794,E01004008,E02000828,A1,E12000007,E09000028,-79,1.915384828
SE156DB,2017,0,Q63,08Q,533889,177131,E01004007,E02000824,A1,E12000007,E09000028,-51,1.016765877
SE156NR,2017,3367.083333,Q63,08Q,533797,178060,E01003964,E02000821,A1,E12000007,E09000028,-9,2.309277658
SE15TY,2017,7092.166667,Q63,08Q,533302,178589,E01003966,E02000821,A1,E12000007,E09000028,82,-0.281170735
SE162PE,2017,4743.916667,Q63,08Q,535498,178854,E01004031,E02000813,A1,E12000007,E09000028,117,-0.122829992
SE162SB,2017,6796.583333,Q63,08Q,535525,178655,E01004036,E02000813,A1,E12000007,E09000028,-52,-0.421684807
SE163HA,2017,2409.25,Q63,08Q,534563,178113,E01003989,E02000824,A1,E12000007,E09000028,-90,1.308103218
SE164AA,2017,479.5454545,Q63,08Q,534281,179253,E01004022,E02000810,A1,E12000007,E09000028,32,-1.459782621
SE164BL,2017,8535.333333,Q63,08Q,534129,179330,E01004022,E02000810,A1,E12000007,E09000028,32,0.39802445
SE166AE,2017,8400.666667,Q63,08Q,536375,179821,E01004057,E02000814,A1,E12000007,E09000028,118,0.20891274
SE167JX,2017,12072.25,Q63,08Q,535402,179809,E01004030,E02000813,A1,E12000007,E09000028,-74,-0.530584319
SE16ED,2017,4094.833333,Q63,08Q,532226,179516,E01003937,E02000815,A1,E12000007,E09000028,-126,-0.048641698
SE16JP,2017,52742.75,Q63,08Q,531856,179116,E01003932,E02006802,A1,E12000007,E09000028,-59,0.747712756
SE172EL,2017,6195.166667,Q63,08Q,532830,178134,E01003974,E02000821,A1,E12000007,E09000028,116,0.944528765
SE172SX,2017,7061.083333,Q63,08Q,533226,178541,E01003966,E02000821,A1,E12000007,E09000028,82,-0.091037937
SE173BD,2017,0,Q63,08Q,532202,178395,E01003994,E02000818,A1,E12000007,E09000028,26,0.939833599
SE173DW,2017,6105.166667,Q63,08Q,532169,178215,E01003994,E02000818,A1,E12000007,E09000028,26,0.143883818
SE173NH,2017,2722.666667,Q63,08Q,531817,177674,E01003993,E02000823,A1,E12000007,E09000028,-100,0.201335621
SE17RJ,2017,9774.916667,Q63,08K,531067,179639,E01032582,E02006801,A1,E12000007,E09000022,-25,-0.703572394
SE181AH,2017,3694.25,Q63,08A,544953,178541,E01001673,E02000318,A1,E12000007,E09000011,-31,1.897486571
SE181BB,2017,9344.25,Q63,08A,545350,178408,E01001675,E02000318,A1,E12000007,E09000011,59,1.065276555
SE181ES,2017,4606,Q63,08A,545520,178660,E01001673,E02000318,A1,E12000007,E09000011,-31,2.355709784
SE181SE,2017,5474.416667,Q63,08A,545392,178583,E01001673,E02000318,A1,E12000007,E09000011,-31,0.722659021
SE182AE,2017,3532.555556,Q63,08A,544943,177601,E01001683,E02000329,A1,E12000007,E09000011,26,1.261202265
SE182NB,2017,1144.888889,Q63,08A,545130,177726,E01001671,E02006786,A1,E12000007,E09000011,21,3.094275918
SE183EP,2017,6949.333333,Q63,08A,544013,177825,E01001703,E02000323,A1,E12000007,E09000011,61,-0.647301451
SE183PS,2017,4412,Q63,08A,543593,177632,E01001698,E02000327,A1,E12000007,E09000011,49,1.746726476
SE185TE,2017,6395.5,Q63,08A,543006,178828,E01033737,E02000316,A1,E12000007,E09000011,-9,1.377319727
SE186AB,2017,4835.5,Q63,08A,543709,178852,E01033731,E02000316,A1,E12000007,E09000011,-6,0.186431487
SE186PZ,2017,21273.58333,Q63,08A,543214,179044,E01033737,E02000316,A1,E12000007,E09000011,-9,0.871277901
SE186TE,2017,7743.833333,Q63,08A,544040,179210,E01033734,E02000316,A1,E12000007,E09000011,83,1.004885878
SE187JZ,2017,1067.666667,Q63,08A,544074,178194,E01001633,E02000321,A1,E12000007,E09000011,46,0.902138335
SE187LU,2017,5752.083333,Q63,08A,544484,178543,E01001634,E02000321,A1,E12000007,E09000011,-78,2.549995552
SE187QU,2017,3889,Q63,08A,544743,178033,E01001636,E02000319,A1,E12000007,E09000011,61,2.331475518
SE18EE,2017,6149.166667,Q63,08Q,531563,180193,E01003934,E02000808,A1,E12000007,E09000028,10,0.800583899
SE192DF,2017,6156.25,Q63,07V,533567,169581,E01001140,E02000200,A1,E12000007,E09000008,99,-0.15172318
SE192NT,2017,10319.41667,Q63,07V,533285,169994,E01001137,E02000194,A1,E12000007,E09000008,40,-0.371389115
SE193NY,2017,8354.25,Q63,08K,532307,171017,E01003086,E02000648,A1,E12000007,E09000022,76,-0.517012925
SE207AB,2017,4020.25,Q63,07Q,535180,169657,E01000801,E02000141,A1,E12000007,E09000006,41,-0.019206973
SE207HJ,2017,2210,Q63,07Q,535071,170550,E01000806,E02000135,A1,E12000007,E09000006,-40,-0.290609444
SE207TJ,2017,4313.75,Q63,07Q,535525,170011,E01000799,E02000130,A1,E12000007,E09000006,-57,0.479068224
SE208AJ,2017,4601,Q63,07Q,534529,169914,E01000743,E02000135,A1,E12000007,E09000006,66,-0.023088476
SE208QA,2017,11359.42857,Q63,07Q,534720,169972,E01000800,E02000135,A1,E12000007,E09000006,0,-0.090976511
SE208TJ,2017,2168.416667,Q63,07Q,534874,169579,E01000743,E02000135,A1,E12000007,E09000006,66,0.178118339
SE20ER,2017,3897.166667,Q63,08A,546416,178644,E01001573,E02000320,A1,E12000007,E09000011,95,1.518525024
SE218AU,2017,16246.91667,Q63,08K,533147,171881,E01003946,E02000839,A1,E12000007,E09000028,-98,-0.445738041
SE218EZ,2017,4609.75,Q63,08K,532532,172591,E01003165,E02000642,A1,E12000007,E09000022,75,0.501397752
SE220SQ,2017,10503.08333,Q63,08Q,534785,174519,E01004018,E02000838,A1,E12000007,E09000028,120,0.382385046
SE228JN,2017,3798.833333,Q63,08Q,533989,173914,E01003958,E02000838,A1,E12000007,E09000028,76,-0.566315504
SE228LY,2017,4104.083333,Q63,08Q,533761,174172,E01004072,E02000836,A1,E12000007,E09000028,-28,0.820888519
SE228QN,2017,5946.5,Q63,08Q,533471,175307,E01003953,E02000834,A1,E12000007,E09000028,104,1.533641697
SE229EP,2017,7971.833333,Q63,08Q,534047,174704,E01003955,E02000834,A1,E12000007,E09000028,36,0.801094019
SE229QU,2017,6020.25,Q63,08Q,534399,175287,E01004021,E02000834,A1,E12000007,E09000028,95,0.686028285
SE231HU,2017,11960.08333,Q63,08L,536236,173308,E01003229,E02000671,A1,E12000007,E09000023,72,-0.8637239
SE232JF,2017,10371.83333,Q63,08L,536068,172532,E01003312,E02000679,A1,E12000007,E09000023,111,-1.503944348
SE232SG,2017,5996.5,Q63,08L,536551,172875,E01003314,E02000676,A1,E12000007,E09000023,101,-0.176386198
SE240AU,2017,5468.416667,Q63,08K,532045,175775,E01003077,E02000631,A1,E12000007,E09000022,-7,0.755089278
SE249AE,2017,7090.75,Q63,08K,532020,173909,E01003170,E02000642,A1,E12000007,E09000022,77,-0.218477505
SE249HJ,2017,6579.75,Q63,08Q,532381,174221,E01004074,E02000837,A1,E12000007,E09000028,-61,-0.337114322
SE249QP,2017,13198.83333,Q63,08K,532159,174674,E01003072,E02000631,A1,E12000007,E09000022,-67,0.428527457
SE254QB,2017,10138.66667,Q63,07V,534602,167704,E01001186,E02000207,A1,E12000007,E09000008,-53,-0.304242543
SE255NT,2017,11706.91667,Q63,07V,534547,167760,E01001186,E02000207,A1,E12000007,E09000008,-53,-0.195119
SE255QA,2017,2816.833333,Q63,07V,533064,167396,E01001113,E02000206,A1,E12000007,E09000008,111,1.156905436
SE256AA,2017,2205.5,Q63,07V,533905,168546,E01001136,E02000200,A1,E12000007,E09000008,37,0.760382566
SE256BY,2017,5356.5,Q63,07V,533596,168874,E01001139,E02000200,A1,E12000007,E09000008,-26,0.211409859
SE264TH,2017,11548.75,Q63,08L,536409,171843,E01003193,E02000681,A1,E12000007,E09000023,96,-0.57885008
SE265QW,2017,3614.583333,Q63,08L,535413,171484,E01003328,E02000687,A1,E12000007,E09000023,-81,-1.320650941
SE266JQ,2017,9548.5,Q63,08L,534729,171946,E01003331,E02000685,A1,E12000007,E09000023,52,-0.331814901
SE270DF,2017,6114,Q63,08K,531834,172014,E01003081,E02000645,A1,E12000007,E09000022,-81,0.610297606
SE279AW,2017,3612.25,Q63,08K,531737,172713,E01003166,E02000645,A1,E12000007,E09000022,-94,0.209714615
SE279DJ,2017,1473.4,Q63,08K,531884,172476,E01003166,E02000645,A1,E12000007,E09000022,-94,3.785245714
SE280NY,2017,6290.166667,Q63,08A,545162,179842,E01033741,E02000314,A1,E12000007,E09000011,-87,-0.753108585
SE288BE,2017,14161.5,Q63,08A,546499,180635,E01001688,E02000314,A1,E12000007,E09000011,-127,0.022412862
SE29AT,2017,6478,Q63,08A,547015,179696,E01001575,E02000315,A1,E12000007,E09000011,104,0.426716651
SE29LH,2017,13411.5,Q63,07N,547430,179644,E01000470,E02000066,A1,E12000007,E09000004,-104,-0.090719223
SE30EN,2017,10811,Q63,08A,540754,176417,E01001582,E02000333,A1,E12000007,E09000011,-57,0.633550677
SE37HB,2017,5347.583333,Q63,08A,540361,177398,E01001581,E02000328,A1,E12000007,E09000011,-71,0.268302128
SE39RT,2017,9516.25,Q63,08L,539688,175640,E01003202,E02000661,A1,E12000007,E09000023,-21,-1.349921959
SE39YX,2017,1905.555556,Q63,08A,541018,175543,E01033726,E02006927,A1,E12000007,E09000011,-24,1.169721365
SE41JN,2017,10291.41667,Q63,08L,537383,174943,E01003274,E02000666,A1,E12000007,E09000023,-124,-1.669603632
SE42LA,2017,8004.666667,Q63,08L,536191,175055,E01003337,E02000662,A1,E12000007,E09000023,-70,-1.713682652
SE42NH,2017,4943,Q63,08L,536192,176239,E01003344,E02000662,A1,E12000007,E09000023,112,-0.257874745
SE42PJ,2017,4599.25,Q63,08L,536404,174483,E01003232,E02000667,A1,E12000007,E09000023,-12,-0.66092975
SE50BB,2017,3279.833333,Q63,08Q,532073,177338,E01003926,E02000827,A1,E12000007,E09000028,-42,0.726557503
SE57AF,2017,9426.666667,Q63,08Q,532506,176796,E01003921,E02000827,A1,E12000007,E09000028,-34,1.095866983
SE57AQ,2017,4619.75,Q63,08Q,532560,176932,E01003918,E02000826,A1,E12000007,E09000028,77,-0.033452224
SE57RF,2017,9409.416667,Q63,08Q,533152,176805,E01003911,E02000826,A1,E12000007,E09000028,-122,-0.254346832
SE58HL,2017,4309.833333,Q63,08Q,532814,175565,E01004047,E02000833,A1,E12000007,E09000028,-56,0.097885123
SE59NS,2017,4920.083333,Q63,08K,532362,176242,E01003076,E02000631,A1,E12000007,E09000022,94,1.91560774
SE61AT,2017,3843,Q63,08L,538550,173646,E01003224,E02000674,A1,E12000007,E09000023,-128,-1.249336829
SE61RB,2017,9658.333333,Q63,08L,538955,173128,E01003217,E02000674,A1,E12000007,E09000023,-53,-0.415059021
SE62SP,2017,13265.16667,Q63,08L,538225,172013,E01003348,E02000682,A1,E12000007,E09000023,16,-1.255668744
SE63JB,2017,6003.083333,Q63,08L,537445,172004,E01003196,E02000681,A1,E12000007,E09000023,-51,-1.140826013
SE64JH,2017,10999.33333,Q63,08L,537820,174122,E01003322,E02000672,A1,E12000007,E09000023,-8,-0.424535739
SE78TX,2017,9157.75,Q63,08A,541673,178077,E01001588,E02000324,A1,E12000007,E09000011,7,0.584092006
SE83QH,2017,7917.583333,Q63,08L,536504,178642,E01003250,E02000653,A1,E12000007,E09000023,108,-0.799889337
SE84BG,2017,14838.16667,Q63,08L,536809,177101,E01003303,E02006798,A1,E12000007,E09000023,78,-0.955076481
SE85DA,2017,4152.666667,Q63,08L,536857,177719,E01003251,E02000654,A1,E12000007,E09000023,54,0.348132343
SE91JE,2017,4115,Q63,08A,543297,174872,E01001608,E02000339,A1,E12000007,E09000011,-99,-0.03017394
SE91XY,2017,2026.5,Q63,08A,543056,175483,E01001606,E02000335,A1,E12000007,E09000011,-51,1.320730586
SE92JY,2017,474.25,Q63,08A,544930,174329,E01033729,E02000342,A1,E12000007,E09000011,-42,-0.066570343
SE93AZ,2017,628,Q63,08A,543089,172112,E01001603,E02000343,A1,E12000007,E09000011,-8,-0.136005955
SE93JD,2017,7941.416667,Q63,08A,543238,172357,E01001599,E02000344,A1,E12000007,E09000011,91,0.827071389
SE93PT,2017,7136.166667,Q63,08A,544276,172651,E01001601,E02000344,A1,E12000007,E09000011,-50,0.363247306
SE95DQ,2017,17110.08333,Q63,08A,542804,174329,E01001615,E02000340,A1,E12000007,E09000011,-40,0.441677955
SE96ER,2017,9837,Q63,08A,542491,174852,E01001621,E02000337,A1,E12000007,E09000011,-7,1.495344357
SE96JX,2017,1984.75,Q63,08A,542084,175228,E01001625,E02000337,A1,E12000007,E09000011,21,0.567172607
SG106DE,2017,5421.666667,Q58,06K,542730,218695,E01023497,E02004886,E1,E12000006,E07000242,-62,0.488842605
SG111TF,2017,7161.166667,Q58,06K,539068,223008,E01023498,E02004883,D1,E12000006,E07000242,-72,-0.392088427
SG11LQ,2017,10498.58333,Q58,06K,525092,224410,E01023756,E02004951,C1,E12000006,E07000243,-2,0.9995601
SG129EF,2017,7914.583333,Q58,06K,535648,214486,E01023514,E02004889,C1,E12000006,E07000242,101,0.440275985
SG129HJ,2017,9954.083333,Q58,06K,535918,214297,E01023514,E02004889,C1,E12000006,E07000242,101,-0.361293365
SG129HP,2017,1829.833333,Q58,06K,535939,214090,E01023511,E02004890,C1,E12000006,E07000242,-14,1.367544095
SG12JW,2017,3626.666667,Q58,06K,522421,225326,E01023796,E02004948,C1,E12000006,E07000243,82,1.100145607
SG137EE,2017,4534.75,Q58,06K,533648,212985,E01023483,E02004893,C1,E12000006,E07000242,20,0.888203288
SG137NU,2017,679.4166667,Q58,06K,535825,210773,E01023481,E02004895,F1,E12000006,E07000242,-32,-2.383087976
SG13HT,2017,12881.41667,Q58,06K,523502,224729,E01023775,E02004949,C1,E12000006,E07000243,-37,0.533918982
SG13QA,2017,28441.58333,Q58,06K,523588,225383,E01023777,E02004945,C1,E12000006,E07000243,-95,0.954951669
SG141HH,2017,6386.333333,Q58,06K,532519,212375,E01023478,E02004894,C1,E12000006,E07000242,80,0.482432217
SG141HZ,2017,11247.83333,Q58,06K,532384,212592,E01023470,E02004891,C1,E12000006,E07000242,-16,1.051246966
SG141JA,2017,8722.75,Q58,06K,532345,212641,E01023470,E02004891,C1,E12000006,E07000242,-16,0.159687951
SG143SY,2017,4161.083333,Q58,06K,529853,219535,E01033609,E02004887,D1,E12000006,E07000242,-9,0.631356996
SG14LH,2017,1937.166667,Q58,06K,524900,226687,E01023788,E02004944,C1,E12000006,E07000243,-46,0.578235632
SG156SN,2017,3608,Q58,06F,519355,236107,E01017378,E02003608,D1,E12000006,E06000056,-47,-0.834833833
SG166JJ,2017,4632.583333,Q58,06F,515977,235586,E01017442,E02003611,D1,E12000006,E06000056,62,1.036570769
SG175FS,2017,14727,Q58,06F,515227,238705,E01017440,E02003609,C1,E12000006,E06000056,15,0.264597053
SG180RA,2017,9980.666667,Q58,06F,519342,244788,E01017384,E02003603,C1,E12000006,E06000056,25,0.256305483
SG188DJ,2017,11475.33333,Q58,06F,519018,244296,E01017385,E02003603,C1,E12000006,E06000056,-120,0.430034884
SG191AG,2017,5977,Q58,06F,517382,249170,E01017431,E02003600,C1,E12000006,E06000056,54,1.298252776
SG191EJ,2017,4893.272727,Q58,06F,517168,249203,E01017431,E02003600,C1,E12000006,E06000056,54,1.176445374
SG191JQ,2017,7376.666667,Q58,06F,517318,249357,E01017435,E02003600,C1,E12000006,E06000056,-89,1.050775989
SG192QS,2017,9767.083333,Q58,06F,522439,249159,E01017428,E02003601,D1,E12000006,E06000056,-85,0.38854853
SG20HN,2017,12099.08333,Q58,06K,525476,225241,E01023762,E02004950,C1,E12000006,E07000243,-40,-0.000849675
SG27QX,2017,4787.833333,Q58,06K,526564,225770,E01023773,E02004946,C1,E12000006,E07000243,-96,0.206893865
SG29QZ,2017,6646.25,Q58,06K,526192,222946,E01023751,E02004952,C1,E12000006,E07000243,-62,0.980736368
SG36AP,2017,10100.25,Q58,06K,525069,220195,E01023628,E02004923,D1,E12000006,E07000099,-4,0.820470258
SG48AG,2017,2239.75,Q58,06K,518568,221096,E01023623,E02004922,E1,E12000006,E07000099,-28,1.121257552
SG49TH,2017,11881,Q58,06K,518673,229219,E01023616,E02004920,C1,E12000006,E07000099,-39,0.099050067
SG51LH,2017,5655.416667,Q58,06K,518506,229517,E01023616,E02004920,C1,E12000006,E07000099,-39,1.140167029
SG51LL,2017,10621.75,Q58,06K,518575,229664,E01023616,E02004920,C1,E12000006,E07000099,-39,-0.212287823
SG51ND,2017,8522.333333,Q58,06K,518564,229417,E01023601,E02004918,C1,E12000006,E07000099,107,-0.155998626
SG54HB,2017,11058.58333,Q58,06F,521210,236882,E01033188,E02003612,D1,E12000006,E06000056,-111,2.016315741
